100784444-01	作者序言 
106562028-157	她回答说:

106562028-158	"传统的色情影片太过程式化,而且一点也不现实,

106562028-159	可能因为我是一个处在真实房间里的真人吧."

106562028-160	米德尔塞克斯大学的文化研究教授费奥纳·阿特伍德也提出了相似的看法,

106562028-161	她说:

106562028-162	"比起主流的色情制品,直播的体验更佳,更为真实,生动且形式更加创新."

106562028-163	"你比主流的色情影片更‘真’吗?"我问.

106562028-164	"你想知道的话,就来看我的表演吧."

106562028-165	韦克斯如此回答.

106562028-166	"为我打分"

106562028-167	过去的十年间,我们的生活发生了翻天覆地的变化.

106562028-168	现如今,我们在网络中分享的个人信息,数量十分惊人.

106562028-169	全球使用社交平台的人数在十七亿三千万到十八亿六千万人左右:

106562028-170	发布日常更新,上传视频,分享坐标,喜好,与同伴在一起的照片,等等.

106562028-171	仅脸书用户每月上传的内容就有二百亿到一千四百亿条不等.

106562028-172	有心理学家认为,人们对社交媒体的热衷源于内心深处的渴求,

106562028-173	寻求同辈认同,深层次的群体需求,以及与生俱来对名气的渴望.

106562028-174	分享个人的私密日常,其实就是满足人人都有的内在需求的捷径:

106562028-175	对赞誉,亲密关系,归属感,自尊,以及社会认同的各层次需求.

106562028-176	社交网络会演化出新的模式,

106562028-177	鼓励用户分享更多个人信息.

106562028-178	这是因为个人资料是极具价值的商品,

106562028-179	你分享的信息越多,网站就会收集到越多的数字信息,

106562028-180	再转手卖到那些想要推广产品的公司手里.

106562028-181	仅仅是倒卖网络中的个人信息,就能够形成高达数十亿美元的产业链.

106562028-182	麻省理工学院教授谢里·特尔克认为,

106562028-183	不断地登录社交网络以及接受他人注目的行为,使得每个人都成了个人品牌的管理者,

106562028-184	我们精心打造自己的网络身份,而且常常因为他人对自己的看法感到困扰.

106562028-185	她在二零一一年出版的"群体性孤独"中,采访了数百位儿童和成人,

106562028-186	记录下人们对网络隐私及网络身份的不同理解,

106562028-187	她发现其中出现了一种新的不稳定因素.

106562028-188	她提到,

106562028-189	年轻人每周会花费数个小时,精心挑选该对哪些脸书内容点赞,

106562028-190	且会精心修饰略有瑕疵的照片.

106562028-191	他们会反问自己:

106562028-192	"我该怎样描述我的社交生活?"

106562028-193	谢里称这种现象为"表现焦虑".

106562028-194	现在的年轻人与父母那一代相比,对隐私的概念有着不同的看法.

106562028-195	二零一三年,皮尤研究中心一项关于青少年,社交媒体和网络隐私的调查显示,

106562028-196	青少年在互联网中分享的个人信息比过去有所增加.

106562028-197	二零一二年,有九十一％的青少年曾发布过自己的照片

106562028-198	(这一比例在二零零六年为七十九％),

106562028-199	七十一％的人曾在网上透露过自己的学校名称及居住城市的坐标;

106562028-200	有半数的人曾公开过自己的邮箱地址.

106562028-201	然而,这不意味着青少年群体对保护网络隐私一事并不在意.

106562028-202	调查显示,他们确实关注个人隐私的问题,

106562028-203	但比起限制分享的范围,他们更希望能对公开分享的信息握有更多控制权.

106562028-204	这种分享风潮也蔓延至许多私密的方面.

106562028-205	据二零一四年ƯƿǈƝƿǉ公司的民意调查显示,

106562028-206	英国四十岁以下的成人约有二十％曾在摄像头前进行性行为,

106562028-207	十五％的人曾赤身裸体地出现在镜头前;

106562028-208	在声称曾有过自拍的人群中,也有二十五％的人表示他们也拍过"色气满满"的自拍照.

106562028-209	分享个人或身体某个部位的照片

106562028-210	也不是最近才有的潮流.

106562028-211	就单单是男性性器官的图片而言,都可以追溯到出土于德国霍赫勒菲尔斯洞穴,

106562028-212	距今已有二八零零零年历史的性器官图片.

106562028-213	只不过由于网络生活即时连接的特性,

106562028-214	分享行为变得更加普遍,

106562028-215	受众群体也更为广泛.

106562028-216	四ƳƸƱƾ网站的社交看板ǆƿƳ

106562028-217	不仅是主播及粉丝聚会的绝佳之地,

106562028-218	其中也有时下十分火爆的帖子

106562028-219	"为我打分",

106562028-220	可谓是暴露狂的窝点.

106562028-221	"为我打分"正如其名,在四ƳƸƱƾ每几分钟就有人发布一张照片

106562028-222	(通常是裸照),

106562028-223	然后写上几句话求评分回复.

106562028-224	评论的画风时而积极,时而消极,

106562028-225	而且通常会附带满分为十分的分数.

106562028-226	而四ƳƸƱƾ上面,

106562028-227	"为我老二打分"的帖子人气颇高,且衍生了很多子分类:

106562028-228	小的帖子,大的帖子,

106562028-229	针型帖子,等等.

106562028-230	有位用户在某帖子上传完照片后写道:

106562028-231	"请为我的老二打分.如果你也想晒,

106562028-232	别客气,尽管来."

106562028-233	没过几分钟,他就收到了下面的回复:

106562028-234	又粗又长,八分.

106562028-235	纹理的颜色有点怪啊,

106562028-236	五分.

106562028-237	也他妈太大了!十分!

106562028-238	我虽然不是ƷƱǌ,不过也好想来一口,羡慕嫉妒恨啊,

106562028-239	九分.

106562028-240	想吞下去,

106562028-241	九分.

106562028-242	还真有人接受了他的"邀请",分享自己的照片,

106562028-243	通常这些照片会配有一些家居用品,提供一些尺寸参照物,

106562028-244	例如电视遥控器,一卷卫生纸,小瓶橙汁,等等.

106562028-245	乔是这类帖子的常客,

106562028-246	他来自伦敦,二十岁,是个上班族.

106562028-247	他经常在"排骨男"的帖子上发布自己的照片,在这里分享照片的用户身材都十分瘦削.

106562028-248	乔告诉我:

106562028-249	"我觉得发照片也是为了博关注吧,

106562028-250	我受够了他们天天说我瘦得跟竹竿一样,

106562028-251	如果能有人欣赏我的身材,当然是件开心的事.

106562028-252	不管对方是男是女,

106562028-253	我只要夸奖就够了,

106562028-254	这样能提升自信."

106562028-255	他把收到的每一条赞美留言都保存起来,上百条留言都保存在电脑桌面的文件夹里.

106562028-256	我在四ƳƸƱƾ及其他网站上看到了各式各样的"为我打分"栏目,

106562028-257	打分内容五花八门,

106562028-258	有小孩,小狗,发型,

106562028-259	还有胳膊,肌肉,大便……

106562028-260	每个网站都有数千张照片,以及各自底下独有的评论和打分体系.

106562028-261	"为我打分"话题的传播速度远比某些特定网站要快得多.

106562028-262	二零一一年,一个名为"最性感可爱高中生"的脸书群组成立了.

106562028-263	紧接着,一系列相似的群组和论坛吸引了大批青少年的参与.

106562028-264	这些网页也引起了许多父母及安全专家的警惕,导致某些网站迅速下架.

106562028-265	然而每次一有类似的网站关门,马上会有另外一家取而代之,

106562028-266	例如二零一二年的"世界最美高中生"以及二零一三年风靡的"最可爱高中生",等等.

106562028-267	我在写作本书时,脸书上关于此类话题的群组至少有二十五个.

106562028-268	与此同时,"为我打分"的视频也像春笋般兴起,

106562028-269	在过去几年中,上千位高中生在视频网站ƯƿǈƪǈƲƵ上传了标题为"我好看吗?"的视频短片.

106562028-270	不论形式如何,同之前相比,确实有越来越多的人愿意在网络中分享更多的个人信息.

106562028-271	韦克斯并不是异类,

106562028-272	她的情况不过是冰山一角.

106562028-273	灯光,

106562028-274	网络摄像头……

106562028-275	三周后,我来到了韦克斯位于伦敦北部的家中.

106562028-276	今天她有一场特别的表演.

106562028-277	跟大多数主播一样,韦克斯平时都只是自己一人直播.

106562028-278	但今晚,她要跟其他两位女主播一起,做一场"女女女"的直播秀.

106562028-279	韦克斯告诉我,几乎每隔几个月她都会表演一次.

106562028-280	这种直播的传播度很好,特别受欢迎.

106562028-281	许多观众都在期待今晚的这场表演.

106562028-282	韦克斯居住的街道是一条十分整洁的红砖小路,

106562028-283	她的四层小别墅空间很大,

106562028-284	摆满了艺术品及复古家具.

106562028-285	她带我迅速参观了一下,之后就走进了顶层一间稍显杂乱的小卧室.

106562028-286	我进去时,其他两个女生正坐在床上,

106562028-287	她们跟韦克斯一样,

106562028-288	年龄都在二十岁左右.

106562028-289	奥林是一名来自加拿大的黑人,身材高挑纤瘦,身上有许多文身.

106562028-290	据她说,自己做全职主播大约有一年的时间了.

106562028-291	布拉瑟则是一名白人,

106562028-292	身材相对娇小,

106562028-293	加上染过蓝绿色头发之后,的确有些小精灵的感觉.

106562028-294	目前她在学习摄影,

106562028-295	直播只是贴补生活的兼职工作.

106562028-296	她们三个都在"神的女孩"工作过,从此就成了朋友.

106562028-297	表演在一小时后正式开始,

106562028-298	女孩们都在紧张地准备中:

106562028-299	打扫房间,摆好家具,调整灯光.

106562028-300	有个粉丝为今晚的表演送了韦克斯一瓶香槟,

106562028-301	她拿出来给大家都各倒了一杯.

106562028-303	这时,布拉瑟问:

106562028-304	"我们该穿什么呢?"

106562028-305	奥林回答:

106562028-306	"我觉得中性的颜色比较好."

106562028-307	"要搭配吗?"

106562028-308	"当然."

106562028-309	她们一边讨论着纳税报单,一边将亮片倒在婴儿油里面.

106562028-310	韦克斯走到一个小小的抽屉前,说道:

106562028-311	"我的自慰棒都放在这里了,

106562028-312	当然这些都是消过毒的."

106562028-313	然后拿给我看.

106562028-314	"对了,还有湿纸巾,女主播标准配置.

106562028-315	你懂的,

106562028-316	我们需要把很多奇奇怪怪的东西放进‘那里’."

106562028-317	开演时间已经延迟了三十分钟,

106562028-318	韦克斯,布拉瑟和奥林才刚刚准备好,

106562028-319	穿着紧身上衣,长袜以及带有褶皱边装饰的内裤.

106562028-320	正式开始之前,韦克斯告知我和奥林需要进行ƙƸƱǇǈǅƲƱǇƵ的"年龄认证".

106562028-321	她把我们的驾照照片发送给网站管理方,

106562028-322	显然ƙƸƱǇǈǅƲƱǇƵ对表演者的年龄限制有非常严格的规定,

106562028-323	但我不明白为什么连我也要认证,

106562028-324	"别担心,"

106562028-325	韦克斯说,

106562028-326	"只是防患于未然,

106562028-327	万一你不小心走进屏幕怎么办."

106562028-328	直播表演需要精心策划,

106562028-329	韦克斯预计这场表演将至少持续两小时,时间很充裕.

106562028-330	女孩们先提前敲定今晚演出的边界在哪儿,不可越界.

106562028-331	最终她们决定要表演"挑逗下面"

106562028-332	(ǂǈǆǆǌ ǂƼƱǌ),

106562028-333	特写镜头,

106562028-334	且使用按摩棒,而不是自慰棒.

106562028-335	接下来她们要决定直播间的打赏规则,

106562028-336	ƙƸƱǇǈǅƲƱǇƵ有很多可以好好利用的打赏小技巧.

106562028-337	大多数的女主播们会先设定好"分级目标":

106562028-338	根据表演的层级不同,设定不同的代币要求.

106562028-339	而有些主播也会设置固定的打赏金额.
